,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
3038,Q3039,nshaw@example.net,Feature Request,Can you include language translation?,Closed,19-03-2025,20-03-2025
3039,Q3040,obaldwin@example.net,UI Feedback,Mobile responsiveness needs improvement.,Closed,15-03-2025,17-03-2025
3040,Q3041,lopezdaniel@example.com,Login Issue,Forgot my password and reset isn’t working.,Closed,20-05-2025,21-05-2025
3041,Q3042,mayspencer@example.net,Subscription Cancellation,Wrong account cancelled.,Closed,09-04-2025,10-04-2025
3042,Q3043,zharmon@example.net,Payment Failure,Need confirmation after retry.,Closed,24-05-2025,29-05-2025
3043,Q3044,christybell@example.org,Data Export,Need JSON export option.,Closed,14-04-2025,26-04-2025
3044,Q3045,michael19@example.com,Billing Problem,Amount charged doesn’t match pricing plan.,Closed,10-04-2025,16-04-2025
3045,Q3046,trandaniel@example.org,Login Issue,Login page taking too long to load.,Closed,05-07-2025,10-07-2025
3046,Q3047,seanwaters@example.net,UI Feedback,Table headers not sticky.,Closed,15-03-2025,17-03-2025
3047,Q3048,william79@example.net,Payment Failure,Need help with failed subscription payment.,Closed,23-06-2025,25-06-2025
3048,Q3049,jamiemartinez@example.com,Login Issue,App logs me out automatically.,Closed,22-05-2025,26-05-2025
3049,Q3050,matthew10@example.net,Payment Failure,Payment gateway not redirecting.,Closed,21-07-2025,26-07-2025
3050,Q3051,hleach@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,23-04-2025,03-05-2025
3051,Q3052,wilsonbrandon@example.com,Account Suspension,Got a warning mail I don’t understand.,Closed,01-05-2025,10-05-2025
3052,Q3053,moniqueespinoza@example.com,Data Export,Auto-export not working on Fridays.,Closed,23-03-2025,03-04-2025
3053,Q3054,tammy99@example.org,Account Suspension,Need clarification on temporary lockout.,Closed,10-06-2025,12-06-2025
3054,Q3055,sanderson@example.com,Data Export,Need export in regional time zone.,Closed,07-07-2025,18-07-2025
3055,Q3056,amydunn@example.com,Billing Problem,Not receiving monthly bills via email.,Closed,22-04-2025,26-04-2025
3056,Q3057,amy75@example.org,Payment Failure,Need help with failed subscription payment.,Closed,27-03-2025,01-04-2025
3057,Q3058,wanda66@example.net,UI Feedback,Table headers not sticky.,Closed,24-07-2025,02-08-2025
3058,Q3059,joneskelly@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,13-07-2025,17-07-2025
3059,Q3060,zvilla@example.net,Login Issue,Redirect loop after logging in.,Closed,26-07-2025,31-07-2025
3060,Q3061,ytapia@example.net,Feature Request,Would like push notifications for updates.,Closed,29-04-2025,09-05-2025
3061,Q3062,hhoward@example.net,Feature Request,Save filter views for reuse.,Closed,25-03-2025,30-03-2025
3062,Q3063,ushelton@example.com,UI Feedback,Color scheme hard to read in sunlight.,Closed,07-07-2025,11-07-2025
3063,Q3064,washingtonclaudia@example.org,Billing Problem,Invoice PDF is missing this month.,Closed,12-06-2025,15-06-2025
3064,Q3065,pamelathomas@example.net,Billing Problem,Billing cycle was reset unexpectedly.,Closed,09-05-2025,15-05-2025
3065,Q3066,alexandriagraham@example.net,Billing Problem,Billed for a cancelled plan.,Closed,27-03-2025,02-04-2025
3066,Q3067,uholt@example.com,Subscription Cancellation,Can’t contact support post cancellation.,Opened,02-07-2025,
3067,Q3068,zscott@example.net,Data Export,Charts not included in report export.,Closed,07-07-2025,11-07-2025
3068,Q3069,lgarcia@example.com,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,16-05-2025,21-05-2025
3069,Q3070,roy58@example.com,Account Suspension,Need help lifting restrictions.,Closed,01-07-2025,13-07-2025
3070,Q3071,smiller@example.com,Payment Failure,Wrong currency charged.,Closed,09-03-2025,11-03-2025
3071,Q3072,melanie09@example.net,Account Suspension,Got a warning mail I don’t understand.,Closed,14-06-2025,15-06-2025
3072,Q3073,nmoody@example.com,Payment Failure,Promo code not working during payment.,Closed,22-07-2025,02-08-2025
3073,Q3074,nortonronald@example.com,Subscription Cancellation,Data wiped immediately after cancel.,Closed,08-06-2025,09-06-2025
3074,Q3075,uadkins@example.com,UI Feedback,Icons not intuitive.,Closed,29-01-2025,09-02-2025
3075,Q3076,aliciabenson@example.com,Data Export,Data export not matching preview.,Closed,20-06-2025,23-06-2025
3076,Q3077,alberttorres@example.org,Data Export,Filters not applying in exported data.,Closed,16-03-2025,28-03-2025
3077,Q3078,hallsarah@example.org,Data Export,Fields are missing in exported report.,Closed,06-03-2025,13-03-2025
3078,Q3079,lindsey05@example.org,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,17-05-2025,18-05-2025
3079,Q3080,gary23@example.net,Technical Support,Feature working on web but not mobile.,Closed,24-04-2025,04-05-2025
3080,Q3081,lopezjames@example.com,Feature Request,Can we have auto-save for drafts?,Closed,28-02-2025,09-03-2025
3081,Q3082,laura69@example.com,Data Export,Exported Excel has broken formatting.,Closed,12-06-2025,21-06-2025
3082,Q3083,pittmanstephen@example.com,Feature Request,Request feature to duplicate projects.,Closed,14-04-2025,23-04-2025
3083,Q3084,jamesgarner@example.net,Payment Failure,Payment failed due to card error.,Closed,26-02-2025,07-03-2025
3084,Q3085,clarkjessica@example.org,Account Suspension,How do I appeal a suspension?,Closed,20-04-2025,23-04-2025
3085,Q3086,ashley93@example.org,Feature Request,Can we have auto-save for drafts?,Closed,13-02-2025,16-02-2025
3086,Q3087,harrismarcus@example.com,Subscription Cancellation,Cancel option not visible in settings.,Closed,15-06-2025,23-06-2025
3087,Q3088,pdavid@example.net,Account Suspension,Need clarification on temporary lockout.,Closed,25-02-2025,26-02-2025
3088,Q3089,mitchelljennifer@example.org,UI Feedback,Graphs too compressed on mobile view.,Closed,05-05-2025,10-05-2025
3089,Q3090,garrisonkim@example.net,UI Feedback,Sidebar hides important links.,Closed,03-07-2025,05-07-2025
3090,Q3091,zwarner@example.com,Data Export,Export feature is not generating files.,Closed,10-04-2025,17-04-2025
3091,Q3092,kball@example.net,Account Suspension,Support says I’m blacklisted — why?,Closed,21-05-2025,22-05-2025
3092,Q3093,nlowe@example.org,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,21-04-2025,26-04-2025
3093,Q3094,oadams@example.org,Technical Support,Error 500 on accessing dashboard.,Closed,15-05-2025,23-05-2025
3094,Q3095,nathanielthompson@example.com,Billing Problem,Bank deducted amount but dashboard shows unpaid.,Closed,25-04-2025,03-05-2025
3095,Q3096,katie34@example.org,Account Suspension,Need clarification on temporary lockout.,Closed,03-07-2025,09-07-2025
3096,Q3097,bbennett@example.org,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,20-04-2025,26-04-2025
3097,Q3098,qthomas@example.com,Subscription Cancellation,Can’t contact support post cancellation.,Closed,09-06-2025,15-06-2025
3098,Q3099,dfowler@example.com,Payment Failure,UPI transaction timed out.,Closed,29-04-2025,03-05-2025
3099,Q3100,jeanne56@example.org,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,04-03-2025,09-03-2025
3100,Q3101,tamaralara@example.net,Technical Support,Getting JSON decode error.,Closed,06-06-2025,13-06-2025
3101,Q3102,elee@example.com,Subscription Cancellation,Need proof of cancellation for records.,Closed,18-07-2025,27-07-2025
3102,Q3103,phillipcohen@example.org,UI Feedback,Tooltips not displaying on hover.,Closed,16-05-2025,21-05-2025
3103,Q3104,zgeorge@example.net,Data Export,Auto-export not working on Fridays.,Closed,30-05-2025,14-06-2025
3104,Q3105,fvargas@example.org,Login Issue,Forgot my password and reset isn’t working.,Closed,10-06-2025,12-06-2025
3105,Q3106,hayeskristy@example.org,UI Feedback,Mobile responsiveness needs improvement.,Closed,07-05-2025,13-05-2025
3106,Q3107,blakeroberta@example.org,Data Export,Exported Excel has broken formatting.,Closed,23-07-2025,02-08-2025
3107,Q3108,dguzman@example.org,Data Export,Charts not included in report export.,Closed,13-05-2025,21-05-2025
3108,Q3109,berrylarry@example.net,Data Export,Need monthly data dump in CSV.,Closed,10-03-2025,14-03-2025
3109,Q3110,aaron19@example.com,Data Export,Need monthly data dump in CSV.,Closed,20-05-2025,31-05-2025
3110,Q3111,wallacebrady@example.org,Data Export,Can’t schedule data export.,Closed,01-03-2025,09-03-2025
3111,Q3112,ksilva@example.com,UI Feedback,Filter section takes too much space.,Closed,10-03-2025,11-03-2025
3112,Q3113,cynthiaarcher@example.com,Account Suspension,Appeal submitted but no response yet.,Closed,05-05-2025,06-05-2025
3113,Q3114,beckerkathleen@example.com,Technical Support,Slow performance during peak hours.,Closed,31-01-2025,12-02-2025
3114,Q3115,riddlekevin@example.org,Login Issue,Forgot my password and reset isn’t working.,Closed,03-04-2025,06-04-2025
3115,Q3116,jnguyen@example.net,Login Issue,Login working on browser but not app.,Closed,23-05-2025,26-05-2025
3116,Q3117,melissagraham@example.net,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,28-06-2025,02-07-2025
3117,Q3118,nicholaspalmer@example.com,Technical Support,Live chat not launching.,Closed,31-05-2025,14-06-2025
3118,Q3119,smithrandy@example.com,Bug Report,Chart not updating after data refresh.,Closed,16-05-2025,23-05-2025
3119,Q3120,stephen60@example.net,Login Issue,Account locked after failed attempts.,Closed,22-06-2025,28-06-2025
3120,Q3121,nataliehill@example.org,Account Suspension,Got a warning mail I don’t understand.,Closed,17-04-2025,18-04-2025
3121,Q3122,johnny77@example.com,Login Issue,Account locked after failed attempts.,Closed,10-07-2025,18-07-2025
3122,Q3123,htaylor@example.org,Feature Request,Provide more chart types in dashboard.,Closed,10-07-2025,22-07-2025
3123,Q3124,anthonypearson@example.com,UI Feedback,Dark mode missing in login.,Closed,09-03-2025,23-03-2025
3124,Q3125,christine24@example.com,Account Suspension,Suspension mail was too vague.,Closed,22-05-2025,29-05-2025
3125,Q3126,oaguilar@example.org,Billing Problem,Incorrect tax calculations.,Closed,22-06-2025,30-06-2025
3126,Q3127,williamsstephanie@example.com,Data Export,Export email not received.,Closed,14-03-2025,16-03-2025
3127,Q3128,andrewwoods@example.net,Payment Failure,UPI transaction timed out.,Closed,19-05-2025,28-05-2025
3128,Q3129,sarahoward@example.org,Feature Request,Request feature to duplicate projects.,Closed,22-04-2025,02-05-2025
3129,Q3130,ewalker@example.com,Login Issue,Error 401 appearing on login.,Closed,15-05-2025,16-05-2025
3130,Q3131,imcneil@example.com,Bug Report,Search bar resets randomly.,Closed,04-07-2025,07-07-2025
3131,Q3132,stephanie39@example.net,Bug Report,Check/uncheck box not saving state.,Closed,11-06-2025,19-06-2025
3132,Q3133,mathewssandra@example.com,Data Export,Zip file corrupted during export.,Closed,12-05-2025,17-05-2025
3133,Q3134,kathleenfox@example.org,Subscription Cancellation,Cancel option not visible in settings.,Closed,09-02-2025,13-02-2025
3134,Q3135,jacquelineruiz@example.net,UI Feedback,Buttons overlap on smaller screens.,Closed,25-07-2025,31-07-2025
3135,Q3136,michaelgregory@example.net,Billing Problem,Charged extra on my last invoice.,Closed,26-04-2025,28-04-2025
3136,Q3137,alice12@example.org,Feature Request,Multi-user role system would help.,Closed,08-06-2025,11-06-2025
3137,Q3138,mahoneychristopher@example.com,Subscription Cancellation,Cancel option not visible in settings.,Closed,16-04-2025,17-04-2025
3138,Q3139,sandra71@example.org,Account Suspension,Received policy violation but unclear why.,Closed,23-07-2025,11-08-2025
3139,Q3140,marystewart@example.com,Subscription Cancellation,Can’t contact support post cancellation.,Closed,03-04-2025,11-04-2025
3140,Q3141,vickieluna@example.com,UI Feedback,Filter section takes too much space.,Closed,06-07-2025,15-07-2025
3141,Q3142,michael06@example.com,Bug Report,Filter not retaining after refresh.,Closed,12-06-2025,22-06-2025
3142,Q3143,champton@example.net,Feature Request,Multi-user role system would help.,Closed,24-04-2025,25-04-2025
3143,Q3144,richard13@example.org,UI Feedback,Font inconsistent across pages.,Opened,23-04-2025,
3144,Q3145,michaelford@example.net,UI Feedback,Buttons overlap on smaller screens.,Closed,16-07-2025,17-07-2025
3145,Q3146,hernandezkristen@example.com,Login Issue,Unable to login with correct credentials.,Closed,16-03-2025,22-03-2025
3146,Q3147,kelly25@example.net,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,14-04-2025,19-04-2025
3147,Q3148,donovanlaura@example.org,UI Feedback,Tooltips not displaying on hover.,Closed,01-06-2025,05-06-2025
3148,Q3149,uflowers@example.org,Payment Failure,Need confirmation after retry.,Closed,26-04-2025,06-05-2025
3149,Q3150,leachcandace@example.com,Payment Failure,EMI option not available anymore.,Closed,10-02-2025,01-03-2025
3150,Q3151,carloslopez@example.org,Billing Problem,Invoice PDF is missing this month.,Closed,15-02-2025,01-03-2025
3151,Q3152,gmcguire@example.com,UI Feedback,Mobile responsiveness needs improvement.,Closed,14-05-2025,26-05-2025
3152,Q3153,nsmith@example.org,Payment Failure,Payment failed due to card error.,Closed,24-03-2025,02-04-2025
3153,Q3154,cynthiasmith@example.com,UI Feedback,Text is too small on mobile.,Closed,10-04-2025,20-04-2025
3154,Q3155,katrina64@example.org,Subscription Cancellation,Cancelled but dashboard shows active.,Closed,30-04-2025,02-05-2025
3155,Q3156,timothywells@example.net,Account Suspension,Can I restore my data after suspension?,Closed,31-01-2025,01-02-2025
3156,Q3157,smithjoshua@example.com,Account Suspension,Terms of use were unclear.,Closed,07-07-2025,08-07-2025
3157,Q3158,hamiltonmaria@example.org,Subscription Cancellation,Still charged after cancellation.,Closed,24-05-2025,30-05-2025
3158,Q3159,allisonguerrero@example.net,Feature Request,Save filter views for reuse.,Closed,24-02-2025,05-03-2025
3159,Q3160,dennismunoz@example.com,Data Export,Exported PDF looks blank.,Closed,20-02-2025,01-03-2025
3160,Q3161,lisa74@example.net,Technical Support,Getting JSON decode error.,Closed,25-07-2025,26-07-2025
3161,Q3162,smithapril@example.net,Data Export,Need JSON export option.,Closed,26-05-2025,28-05-2025
3162,Q3163,hartlarry@example.net,Payment Failure,Need confirmation after retry.,Closed,17-02-2025,25-02-2025
3163,Q3164,jwalters@example.com,Login Issue,Forgot my password and reset isn’t working.,Closed,01-05-2025,02-05-2025
3164,Q3165,richardsjose@example.net,Bug Report,Page crashes on click of ‘submit’.,Closed,03-02-2025,05-02-2025
3165,Q3166,chaneyanthony@example.org,UI Feedback,Dark mode missing in login.,Closed,02-02-2025,04-02-2025
3166,Q3167,iramirez@example.net,Payment Failure,Payment failed due to card error.,Closed,27-02-2025,28-02-2025
3167,Q3168,nathan44@example.org,Payment Failure,Card declined despite funds.,Closed,31-05-2025,04-06-2025
3168,Q3169,nathanbrown@example.org,Payment Failure,Promo code not working during payment.,Closed,01-02-2025,07-02-2025
3169,Q3170,adickson@example.net,Account Suspension,My account was suspended without notice.,Closed,22-06-2025,25-06-2025
3170,Q3171,portermargaret@example.net,Technical Support,Live chat not launching.,Closed,23-06-2025,05-07-2025
3171,Q3172,shepherddonna@example.net,Feature Request,Include a mobile-first UI option.,Closed,02-03-2025,14-03-2025
3172,Q3173,quinnnathaniel@example.net,Payment Failure,Wrong currency charged.,Closed,24-02-2025,27-02-2025
3173,Q3174,jthompson@example.com,Login Issue,Login working on browser but not app.,Closed,21-04-2025,26-04-2025
3174,Q3175,martindanielle@example.org,Payment Failure,Charged twice for one payment.,Closed,04-05-2025,15-05-2025
3175,Q3176,jerryhubbard@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,25-05-2025,30-05-2025
3176,Q3177,wrightbarbara@example.net,Billing Problem,Late fee charged wrongly.,Closed,14-04-2025,18-04-2025
3177,Q3178,tiffanygonzalez@example.net,Login Issue,Session expires immediately after login.,Closed,24-04-2025,28-04-2025
3178,Q3179,qgomez@example.com,Login Issue,Unable to login with correct credentials.,Closed,22-04-2025,25-04-2025
3179,Q3180,kathleen65@example.com,Login Issue,Error 401 appearing on login.,Closed,28-05-2025,29-05-2025
3180,Q3181,ryan31@example.net,Account Suspension,Support says I’m blacklisted — why?,Closed,30-06-2025,08-07-2025
